naive,0.02610710672850617,8.330459327015828e-06
naive,0.04011634694529424,2.0187834695528382e-05
robust,0.005230738405283274,3.762322658629231e-07
robust,0.008556113680723246,5.083811209866834e-07
naive,0.02610710672850617,8.330459327015828e-06
naive,0.04011634694529424,2.0187834695528382e-05
robust,0.005230738405283274,3.762322658629231e-07
robust,0.008556113680723246,5.083811209866834e-07
naive,0.02610710672850617,8.330459327015828e-06
naive,0.04011634694529424,2.0187834695528382e-05
robust,0.005230738405283274,3.762322658629231e-07
robust,0.008556113680723246,5.083811209866834e-07
naive,0.02610710672850617,8.330459327015828e-06
naive,0.04011634694529424,2.0187834695528382e-05
robust,0.005230738405283274,3.762322658629231e-07
robust,0.008556113680723246,5.083811209866834e-07
naive,0.02610710672850617,8.330459327015828e-06
naive,0.04011634694529424,2.0187834695528382e-05
robust,0.005230738405283274,3.762322658629231e-07
robust,0.008556113680723246,5.083811209866834e-07
naive,0.02610710672850617,8.330459327015828e-06
naive,0.04011634694529424,2.0187834695528382e-05
robust,0.005230738405283274,3.762322658629231e-07
robust,0.008556113680723246,5.083811209866834e-07
naive,0.02610710672850617,8.330459327015828e-06
naive,0.04011634694529424,2.0187834695528382e-05
robust,0.005230738405283274,3.762322658629231e-07
robust,0.008556113680723246,5.083811209866834e-07
naive,0.02610710672850617,8.330459327015828e-06
naive,0.04011634694529424,2.0187834695528382e-05
robust,0.005230738405283274,3.762322658629231e-07
robust,0.008556113680723246,5.083811209866834e-07
naive,0.02610710672850617,8.330459327015828e-06
naive,0.04011634694529424,2.0187834695528382e-05
robust,0.005230738405283274,3.762322658629231e-07
robust,0.008556113680723246,5.083811209866834e-07
